area,rooms,floor,elev,parking,price
116,5,2,1,0,1444000
240,11,4,0,1,2439000
198,9,4,1,1,2250000
159,7,5,1,1,1964000
94,4,12,0,2,1243000
131,6,11,0,2,1638000
169,7,10,1,0,1935000
248,11,8,1,0,2772000
128,5,12,0,2,1394000
256,12,9,1,1,2980000
214,10,1,1,2,2589000
105,4,1,1,0,1309000
141,6,8,1,0,1604000
168,7,11,0,0,1689000
121,5,1,1,1,1527000
180,8,9,0,1,1817000
101,4,8,0,1,1111000
97,4,6,0,1,1071000
212,10,10,0,2,2410000
187,8,6,0,2,2000000
53,2,10,0,1,691000
103,4,9,1,2,1440000
81,3,8,0,0,767000
237,11,8,1,1,2799000
40,1,6,1,0,648000
242,11,3,1,1,2765000
217,10,7,0,0,2190000
156,7,1,1,0,1882000
212,10,12,1,0,2449000
210,10,6,0,2,2389000
187,8,11,1,1,2191000
137,6,11,1,1,1790000
175,8,6,0,0,1736000
57,2,3,1,2,1049000
78,3,8,1,1,1198000
129,5,11,1,1,1667000
127,5,2,1,2,1707000
74,3,10,1,0,1070000
252,12,11,1,0,2868000
237,11,8,0,0,2404000
182,8,1,1,2,2204000
247,11,5,1,0,2751000
106,4,6,1,2,1567000
184,8,9,1,2,2247000
201,9,3,0,1,2327000
163,7,7,1,1,1991000
182,8,10,0,0,1882000
176,8,7,1,1,2142000
116,5,9,1,1,1491000
183,8,3,1,1,2056000
242,11,10,1,1,2811000
44,1,1,1,2,780000
190,9,2,1,0,2270000
228,10,4,1,1,2670000
96,4,11,0,0,1095000
60,2,7,0,0,567000
191,9,7,1,1,2390000
82,3,11,0,0,763000
179,8,5,1,0,1963000
222,10,1,0,1,2397000
63,2,7,0,2,790000
239,11,3,0,1,2625000
135,6,11,1,1,1736000
242,11,1,0,2,2749000
160,7,9,0,1,1736000
88,3,11,0,1,1007000
133,6,10,1,2,1866000
188,8,11,0,1,1990000
151,7,9,1,2,2019000
97,4,5,0,1,1079000
222,10,7,1,0,2572000
60,2,7,1,2,1041000
250,12,8,1,0,2797000
181,8,9,1,0,2094000
58,2,10,1,2,1038000
149,6,12,1,1,1760000
110,5,6,1,1,1496000
132,6,6,0,2,1556000
237,11,1,1,2,2847000
59,2,9,0,1,727000
46,1,11,1,0,774000
155,7,4,0,2,1824000
167,7,6,0,1,1829000
85,3,11,1,2,1267000
148,6,3,0,1,1685000
119,5,3,0,0,1375000
225,10,10,1,0,2577000
127,5,10,0,1,1379000
99,4,6,1,0,1237000
113,5,10,1,0,1426000
145,6,8,0,1,1524000
175,8,6,0,2,1911000
98,4,10,1,1,1383000
99,4,2,1,2,1419000
85,3,1,1,2,1257000
145,6,3,1,1,1682000
165,7,11,1,1,1997000
194,9,6,0,2,2274000
45,1,4,0,2,594000
223,10,4,1,2,2646000
53,2,6,1,2,1094000
109,4,9,0,0,1060000
76,3,6,1,2,1176000
208,9,7,1,1,2415000
195,9,11,1,2,2391000
252,12,12,1,0,2930000
201,9,4,0,2,2231000
148,6,9,0,1,1604000
81,3,1,0,2,1142000
121,5,7,1,2,1664000
156,7,4,1,2,1951000
106,4,2,0,2,1296000
146,6,12,1,2,1991000
106,4,6,0,0,967000
147,6,5,1,0,1721000
74,3,8,0,0,875000
72,3,6,1,2,1233000
78,3,5,1,0,1070000
211,10,10,0,1,2390000
180,8,10,1,1,2080000
48,1,1,1,1,788000
203,9,8,1,1,2492000
224,10,4,1,0,2524000
168,7,3,1,1,1956000
102,4,8,0,2,1279000
178,8,4,0,1,1876000
182,8,10,1,2,2321000
194,9,1,0,1,2231000
256,12,10,1,1,2957000
136,6,5,1,2,1853000
100,4,2,0,2,1353000
121,5,1,1,1,1546000
193,9,4,0,1,2071000
237,11,2,0,1,2559000
150,7,3,0,0,1768000
185,8,12,0,0,1878000
55,2,3,1,2,984000
130,6,12,1,1,1808000
90,4,8,1,0,1285000
174,8,4,0,2,1925000
227,10,11,0,0,2336000
90,4,8,1,0,1218000
230,11,2,1,1,2686000
79,3,2,1,1,1132000
115,5,11,0,0,1217000
162,7,3,0,2,1890000
247,11,11,1,1,2829000
104,4,2,1,1,1397000
249,11,12,0,2,2539000
126,5,10,0,0,1218000
236,11,8,1,2,2842000
125,5,3,0,2,1624000
59,2,7,1,2,1005000
175,8,3,1,2,2311000
145,6,11,0,0,1507000
50,2,11,0,1,672000
78,3,12,1,1,1152000
95,4,6,1,1,1463000
247,11,3,0,0,2622000
228,10,12,0,1,2369000
167,7,11,1,0,1925000
140,6,2,1,0,1597000
198,9,6,1,1,2455000
174,8,6,0,0,1920000
164,7,6,0,0,1717000
241,11,11,1,0,2776000
207,9,10,0,0,2014000
107,4,5,1,2,1585000
143,6,6,0,0,1407000
93,4,7,1,1,1343000
122,5,7,1,0,1475000
44,1,6,1,1,800000
57,2,9,0,1,682000
83,3,5,0,1,916000
214,10,12,1,0,2434000
105,4,4,0,1,1081000
253,12,8,0,0,2675000
89,3,11,1,0,1147000
237,11,8,0,0,2443000
131,6,11,1,2,1879000
81,3,7,1,2,1266000
180,8,5,1,2,2228000
168,7,3,1,1,1932000
228,10,7,0,0,2242000
49,1,7,1,0,757000
166,7,10,1,1,1957000
257,12,8,1,2,2960000
99,4,6,0,1,1104000
72,3,5,0,1,848000
175,8,3,0,0,1938000
120,5,12,0,1,1314000
133,6,10,0,0,1359000
130,6,1,0,1,1620000
242,11,4,1,1,2713000
176,8,10,1,0,2057000
219,10,3,1,0,2464000
162,7,12,0,2,1894000
184,8,12,1,1,2226000
175,8,11,0,1,1946000
71,3,10,0,0,842000
46,1,2,1,2,900000
142,6,6,0,1,1562000
186,8,6,1,0,2124000
236,11,2,0,1,2588000
79,3,6,0,2,944000
159,7,10,0,2,1751000
92,4,3,1,1,1325000
104,4,5,1,1,1350000
233,11,3,1,2,2825000
150,7,6,0,2,1772000
192,9,3,0,2,2236000
82,3,10,0,0,876000
136,6,2,0,1,1649000
259,12,12,0,0,2616000
48,1,10,1,2,836000
105,4,7,1,0,1248000
115,5,4,0,2,1319000
254,12,12,1,1,2948000
242,11,6,0,0,2453000
90,4,12,1,2,1502000
95,4,3,1,2,1441000
53,2,8,1,2,1070000
40,1,6,1,1,778000
149,6,5,0,2,1554000
219,10,9,1,1,2651000
182,8,5,0,1,1802000
160,7,10,1,1,2023000
89,3,1,1,1,1151000
208,9,12,1,2,2585000
237,11,12,0,0,2403000
74,3,4,0,0,866000
117,5,3,0,2,1584000
259,12,10,1,0,2875000
254,12,9,1,0,2811000
63,2,9,1,2,1111000
170,8,3,1,0,1972000
80,3,3,0,0,986000
231,11,8,0,2,2491000
170,8,3,1,0,1956000
86,3,2,1,2,1396000
209,9,9,1,1,2440000
122,5,9,0,0,1238000
204,9,6,0,0,2151000
146,6,12,1,1,1869000
155,7,5,1,1,1965000
53,2,11,1,2,1077000
115,5,11,0,2,1370000
243,11,11,1,2,2941000
70,3,2,0,0,885000
220,10,8,1,2,2786000
214,10,7,0,2,2316000
210,10,7,1,0,2404000
140,6,11,1,2,1959000
116,5,9,1,0,1447000
210,10,2,0,2,2446000
152,7,4,1,0,1833000
117,5,11,1,0,1497000
87,3,10,0,2,1027000
238,11,12,1,0,2726000
256,12,7,1,0,2839000
198,9,8,0,2,2182000
79,3,8,1,0,1119000
89,3,1,0,1,1146000
210,10,6,0,1,2234000
205,9,3,1,1,2411000
76,3,4,1,2,1194000
131,6,7,0,0,1414000
203,9,7,1,1,2415000
255,12,2,1,1,2940000
45,1,12,0,0,463000
91,4,12,1,1,1415000
42,1,7,1,2,934000
233,11,4,0,1,2603000
68,2,7,0,1,785000
194,9,2,0,2,2200000
176,8,1,1,0,1943000
44,1,9,1,1,779000
71,3,10,0,1,858000
202,9,9,1,2,2478000
197,9,1,0,2,2420000
223,10,3,0,1,2455000
215,10,9,0,0,2182000
134,6,8,1,2,1826000
175,8,3,1,2,2201000
164,7,11,0,0,1611000
96,4,2,1,0,1282000
62,2,3,1,1,989000
136,6,7,0,2,1634000
221,10,5,0,0,2129000
115,5,2,1,0,1399000
220,10,2,0,1,2387000
192,9,2,0,2,2318000
111,5,6,1,1,1551000
85,3,6,0,0,878000
200,9,7,0,0,2029000
164,7,11,0,2,1801000
72,3,9,1,1,1114000
90,4,10,1,1,1331000
121,5,5,0,2,1343000
192,9,3,1,0,2257000
253,12,8,1,1,3002000
99,4,7,0,2,1193000
229,10,6,1,2,2699000
99,4,3,0,1,1345000
234,11,6,1,2,2797000
146,6,11,1,2,2016000
253,12,5,1,0,2842000
252,12,5,1,2,3002000
129,5,8,0,2,1458000
55,2,1,1,1,911000
75,3,6,0,2,983000
216,10,6,0,1,2281000
106,4,9,1,0,1312000
195,9,7,0,0,1958000
213,10,4,0,2,2456000
109,4,2,0,1,1384000
152,7,3,1,0,1789000
244,11,1,0,0,2528000
228,10,4,1,2,2733000
143,6,10,1,1,1847000
207,9,7,1,1,2408000
177,8,1,1,0,2052000
177,8,2,1,2,2229000
216,10,1,0,0,2358000
75,3,12,0,2,1043000
250,12,3,1,0,2845000
70,3,9,0,2,1038000
169,7,5,1,1,1959000
154,7,5,0,1,1616000
186,8,6,0,1,1907000
197,9,8,0,1,2102000
175,8,8,1,0,2140000
54,2,1,0,0,776000
199,9,10,0,1,2071000
125,5,2,0,0,1393000
40,1,1,0,2,740000
52,2,1,0,2,866000
116,5,8,0,2,1464000
116,5,3,1,2,1619000
133,6,8,0,0,1414000
116,5,2,0,0,1337000
234,11,2,0,2,2686000
198,9,10,0,0,2006000
90,4,8,1,0,1321000
133,6,4,0,1,1440000
143,6,6,1,2,1904000
121,5,3,1,2,1572000
123,5,9,0,0,1264000
186,8,12,1,0,2102000
131,6,2,0,2,1576000
189,8,11,1,1,2247000
130,6,10,0,2,1538000
130,6,1,0,2,1668000
116,5,1,0,1,1437000
224,10,10,1,1,2629000
174,8,4,0,0,1823000
158,7,7,0,1,1798000
63,2,7,0,0,608000
145,6,5,1,2,1899000
196,9,12,1,2,2447000
146,6,9,1,0,1771000
41,1,10,1,1,795000
161,7,9,0,0,1680000
204,9,6,0,1,2106000
141,6,3,0,0,1564000
201,9,8,1,2,2510000
84,3,8,1,1,1200000
220,10,2,0,0,2419000
200,9,6,0,2,2283000
56,2,9,0,2,746000
181,8,8,0,2,2037000
194,9,11,1,0,2226000
216,10,6,0,2,2390000
67,2,3,0,1,973000
122,5,2,1,0,1501000
173,8,10,1,1,2161000
179,8,9,0,1,1942000
124,5,2,1,2,1718000
133,6,1,1,0,1698000
142,6,1,0,2,1714000
101,4,8,1,0,1248000
121,5,6,0,0,1235000
145,6,1,1,2,1877000
119,5,9,0,1,1301000
121,5,5,1,2,1609000
83,3,3,0,2,1146000
199,9,7,1,0,2318000
163,7,1,1,1,1889000
150,7,3,1,1,1932000
260,12,4,1,1,2945000
117,5,3,0,1,1425000
138,6,9,0,0,1502000
120,5,12,0,0,1203000
100,4,2,0,1,1320000
96,4,1,1,1,1209000
62,2,11,0,2,821000
243,11,10,1,2,2842000
78,3,8,1,1,1237000
237,11,7,1,0,2707000
206,9,11,0,1,2146000
223,10,12,1,0,2424000
206,9,10,0,0,2123000
82,3,3,0,0,923000
201,9,11,1,2,2408000
73,3,9,0,1,917000
185,8,8,0,2,1953000
242,11,4,1,2,2906000
104,4,5,1,1,1447000
57,2,3,0,0,704000
200,9,12,0,1,2168000
154,7,1,1,2,1979000
137,6,5,0,2,1626000
137,6,8,0,2,1587000
188,8,5,1,1,2123000
204,9,4,0,2,2250000
145,6,7,0,0,1513000
141,6,1,1,0,1568000
110,5,11,1,0,1512000
185,8,4,0,2,2064000
170,8,10,1,1,2142000
231,11,8,1,0,2729000
109,4,6,0,0,1177000
245,11,8,1,1,2745000
212,10,5,0,0,2196000
152,7,11,0,1,1698000
133,6,1,0,0,1516000
190,9,3,0,0,2043000
181,8,3,1,2,2259000
178,8,12,0,2,1986000
135,6,10,0,0,1488000
142,6,4,0,1,1496000
236,11,2,1,1,2690000
142,6,2,1,1,1718000
245,11,7,1,0,2579000
42,1,10,1,2,790000
95,4,2,0,0,1046000
238,11,1,1,0,2715000
234,11,3,0,2,2683000
256,12,9,1,1,2846000
189,8,4,1,1,2148000
101,4,2,0,0,1153000
209,9,1,1,2,2484000
118,5,2,0,0,1327000
141,6,10,1,1,1717000
104,4,7,0,2,1267000
101,4,12,1,2,1465000
143,6,6,1,0,1704000
94,4,10,0,1,1026000
207,9,9,1,1,2414000
162,7,9,1,0,1916000
114,5,11,0,1,1363000
165,7,8,0,0,1713000
202,9,11,0,0,2071000
133,6,10,1,2,1824000
107,4,9,0,1,1176000
55,2,4,1,2,1056000
155,7,9,0,1,1796000
109,4,7,0,2,1136000
179,8,5,0,2,2021000
175,8,3,0,2,2120000
171,8,10,0,1,1913000
61,2,2,0,2,833000
174,8,9,0,2,1938000
136,6,8,1,1,1666000
222,10,9,1,2,2676000
209,9,4,1,2,2528000
224,10,6,1,0,2528000
185,8,11,0,2,1947000
240,11,3,0,2,2752000
95,4,3,1,0,1154000
157,7,6,0,0,1479000
223,10,10,0,1,2350000
174,8,4,0,1,1826000
105,4,12,1,2,1535000
149,6,2,1,1,1759000
176,8,1,1,0,1988000
128,5,11,0,1,1370000
73,3,10,1,0,949000
143,6,8,0,0,1525000
174,8,8,0,2,1873000
127,5,12,1,2,1687000
69,2,5,0,0,703000
117,5,1,0,0,1232000
64,2,1,1,0,959000
119,5,4,0,1,1331000
173,8,2,0,0,1896000
168,7,7,0,0,1670000
252,12,11,1,0,2833000
191,9,1,0,2,2375000
57,2,9,1,1,926000
116,5,12,1,2,1691000
220,10,10,1,2,2587000
203,9,7,1,1,2461000
165,7,11,0,0,1645000
129,5,3,1,2,1697000
175,8,8,1,2,2321000
56,2,4,0,2,830000
100,4,1,0,1,1208000
92,4,9,0,1,1082000
96,4,9,1,0,1175000
85,3,2,1,0,1092000
51,2,6,1,0,826000
125,5,5,0,0,1195000
68,2,5,1,0,855000
116,5,8,1,2,1733000
66,2,9,0,2,919000
157,7,8,0,2,1841000
181,8,9,1,0,2027000
162,7,7,0,1,1817000
52,2,9,0,2,728000
47,1,5,0,0,387000
122,5,4,0,2,1475000
110,5,5,0,1,1262000
186,8,2,1,2,2174000
78,3,8,1,0,1126000
125,5,11,0,1,1409000
148,6,7,1,1,1869000
251,12,5,1,1,2888000
93,4,4,1,2,1514000
106,4,5,1,2,1459000
212,10,8,1,0,2418000
249,11,9,0,0,2505000
236,11,4,0,2,2518000
172,8,7,0,2,1938000
130,6,8,1,0,1602000
75,3,11,0,2,1038000
45,1,7,1,0,715000
134,6,7,1,2,1831000
180,8,6,1,0,2027000
111,5,3,1,0,1428000
260,12,6,1,1,2968000
110,5,9,0,1,1278000
250,12,8,0,1,2723000
138,6,10,0,0,1499000
241,11,4,1,0,2652000
222,10,9,1,2,2629000
69,2,1,0,1,920000
92,4,12,1,2,1431000
254,12,10,1,1,2921000
52,2,7,1,2,1082000
74,3,9,1,1,1232000
234,11,7,1,0,2722000
210,10,12,0,1,2298000
226,10,5,1,0,2477000
256,12,10,0,2,2860000
76,3,12,0,1,937000
256,12,2,1,2,2959000
125,5,5,0,2,1515000
251,12,9,0,2,2679000
122,5,1,0,0,1357000
66,2,11,0,1,882000
81,3,1,0,2,1160000
137,6,6,0,2,1659000
92,4,5,1,1,1294000
255,12,4,1,2,3016000
79,3,4,1,1,1228000
134,6,1,0,1,1623000
231,11,9,0,1,2442000
63,2,12,0,2,861000
192,9,7,0,1,2150000
69,2,10,1,0,988000
60,2,1,1,1,972000
105,4,11,0,0,1088000
247,11,11,1,0,2686000
175,8,8,0,1,1862000
256,12,6,0,1,2747000
183,8,4,0,1,2016000
123,5,1,0,0,1426000
50,2,12,0,0,688000
111,5,7,1,0,1330000
128,5,10,0,1,1342000
167,7,4,0,1,1773000
135,6,8,1,0,1638000
58,2,8,1,0,855000
214,10,7,1,1,2508000
152,7,3,0,0,1648000
68,2,10,0,2,924000
194,9,7,1,2,2460000
182,8,8,0,2,2036000
213,10,6,0,1,2321000
196,9,5,0,0,2074000
210,10,6,1,0,2493000
188,8,2,1,2,2298000
45,1,12,1,2,978000
101,4,11,1,0,1312000
185,8,4,0,2,1959000
153,7,1,0,2,1937000
41,1,4,1,0,721000
257,12,8,1,0,2876000
161,7,2,1,2,2055000
49,1,12,0,2,657000
252,12,7,0,0,2612000
237,11,7,0,0,2362000
136,6,8,1,1,1681000
137,6,2,1,0,1669000
142,6,8,0,2,1721000
164,7,4,1,1,2026000
244,11,8,0,2,2656000
184,8,12,0,0,1941000
113,5,1,1,1,1544000
93,4,11,0,0,988000
153,7,1,0,0,1699000
141,6,5,0,1,1510000
64,2,2,1,2,1026000
91,4,11,0,1,1139000
181,8,7,1,0,2022000
45,1,1,0,1,743000
67,2,9,1,1,989000
179,8,3,1,2,2238000
153,7,1,1,0,1798000
136,6,7,1,1,1699000
41,1,9,1,1,766000
170,8,8,0,0,1760000
56,2,9,0,2,786000
214,10,11,1,2,2637000
200,9,9,0,2,2164000
94,4,10,0,1,1028000
131,6,9,1,0,1636000
77,3,7,1,2,1237000
131,6,1,0,0,1509000
173,8,10,0,2,2045000
96,4,3,0,0,1060000
184,8,11,0,0,1957000
101,4,12,1,0,1345000
208,9,5,0,2,2126000
90,4,4,0,2,1161000
43,1,1,1,0,681000
207,9,10,0,0,2086000
107,4,11,1,1,1345000
245,11,2,0,0,2558000
152,7,1,0,2,1928000
238,11,10,0,0,2409000
136,6,11,0,1,1668000
133,6,10,0,0,1503000
233,11,3,0,0,2477000
239,11,12,1,0,2763000
239,11,1,0,0,2535000
247,11,11,0,2,2664000
213,10,1,1,0,2384000
79,3,10,1,2,1176000
55,2,4,0,2,749000
242,11,10,0,1,2575000
47,1,10,1,2,1007000
181,8,11,1,0,2075000
124,5,8,0,1,1417000
139,6,7,0,2,1593000
246,11,4,1,0,2771000
125,5,3,1,1,1528000
154,7,5,0,2,1876000
134,6,1,1,1,1660000
75,3,10,1,0,1086000
182,8,7,0,0,1877000
98,4,9,1,2,1417000
184,8,7,1,0,2165000
93,4,5,1,1,1310000
173,8,2,0,1,2112000
220,10,7,0,2,2460000
217,10,7,0,1,2294000
107,4,1,1,0,1251000
98,4,10,0,0,981000
117,5,12,0,1,1287000
234,11,9,1,2,2826000
49,1,12,1,0,850000
136,6,11,0,1,1579000
224,10,3,1,1,2632000
208,9,4,0,2,2370000
121,5,5,1,2,1638000
165,7,12,1,1,2005000
219,10,4,1,2,2657000
107,4,7,0,0,1053000
147,6,1,1,0,1656000
156,7,11,0,0,1646000
140,6,7,1,1,1668000
107,4,11,0,0,1046000
240,11,5,0,1,2543000
205,9,1,1,0,2251000
218,10,6,1,0,2471000
70,3,2,1,1,1010000
222,10,12,1,1,2537000
217,10,6,0,2,2427000
213,10,8,1,1,2609000
129,5,8,0,1,1389000
213,10,10,1,1,2486000
91,4,2,1,0,1269000
146,6,9,0,1,1629000
108,4,4,1,0,1363000
207,9,8,0,0,2097000
200,9,8,0,0,2027000
139,6,5,0,0,1388000
42,1,9,0,2,610000
81,3,2,0,0,977000
59,2,1,0,1,908000
49,1,8,1,2,947000
122,5,2,0,2,1526000
135,6,4,1,2,1835000
156,7,6,1,2,2013000
114,5,6,1,0,1412000
154,7,5,1,0,1864000
103,4,5,0,1,1020000
206,9,9,0,2,2172000
223,10,6,0,0,2200000
181,8,4,1,0,2086000
185,8,10,0,0,1863000
104,4,3,0,0,1112000
175,8,2,0,2,2129000
179,8,7,1,2,2320000
228,10,11,1,0,2516000
238,11,3,1,1,2766000
167,7,7,1,0,1918000
207,9,7,1,2,2483000
255,12,9,0,2,2826000
240,11,5,1,0,2707000
86,3,9,0,2,1095000
243,11,8,1,1,2770000
158,7,1,1,2,2014000
173,8,9,1,1,2211000
163,7,6,0,0,1611000
88,3,3,0,2,1152000
54,2,11,0,2,803000
212,10,11,0,2,2477000
80,3,7,1,0,1111000
180,8,5,1,2,2264000
46,1,3,0,2,758000
180,8,12,1,1,2109000
72,3,4,0,2,929000
153,7,6,0,1,1690000
203,9,4,0,0,1954000
177,8,4,1,2,2166000
205,9,10,1,2,2495000
149,6,8,0,1,1588000
224,10,6,1,0,2396000
218,10,8,1,1,2567000
159,7,12,1,1,2017000
128,5,5,0,2,1477000
233,11,4,1,2,2824000
62,2,1,0,0,733000
92,4,7,0,1,1120000
185,8,4,0,1,1978000
76,3,7,1,1,1144000
136,6,12,1,1,1779000
195,9,6,0,1,2096000
223,10,1,1,1,2594000
100,4,9,0,0,1027000
92,4,5,1,2,1409000
142,6,5,0,2,1666000
83,3,2,1,2,1163000
148,6,4,0,2,1680000
74,3,10,0,1,871000
156,7,7,0,0,1631000
71,3,1,1,0,1020000
89,3,8,1,1,1248000
111,5,5,1,2,1683000
239,11,5,1,2,2852000
147,6,2,1,1,1826000
233,11,4,1,1,2766000
197,9,5,1,1,2366000
77,3,2,1,2,1247000
138,6,8,1,1,1807000
192,9,7,1,2,2424000
69,2,11,0,1,857000
105,4,7,1,0,1291000
241,11,11,0,1,2581000
214,10,11,1,1,2635000
149,6,10,1,2,1911000
49,1,4,1,2,981000
94,4,2,0,1,1158000
109,4,7,1,2,1526000
239,11,7,0,2,2619000
238,11,11,1,0,2575000
40,1,1,0,1,575000
247,11,8,1,2,2933000
201,9,11,1,1,2378000
216,10,12,1,0,2493000
197,9,5,0,0,1972000
80,3,4,0,0,805000
207,9,1,1,1,2377000
81,3,7,1,1,1212000
202,9,3,1,2,2392000
59,2,2,0,2,841000
256,12,9,0,0,2533000
150,7,10,0,0,1452000
143,6,12,0,1,1571000
47,1,3,1,1,792000
190,9,9,1,0,2265000
101,4,6,1,0,1293000
204,9,5,0,0,2024000
157,7,9,0,2,1772000
54,2,1,1,2,1037000
258,12,10,0,2,2749000
252,12,11,0,2,2751000
204,9,8,0,1,2169000
130,6,10,0,0,1446000
192,9,4,0,1,2179000
204,9,3,1,2,2409000
123,5,5,1,1,1629000
252,12,10,1,1,2819000
205,9,11,1,2,2530000
93,4,9,0,2,1182000
174,8,8,0,2,1905000
172,8,10,0,0,1804000
68,2,6,1,0,930000
256,12,10,1,2,3083000
214,10,3,1,0,2324000
70,3,4,1,2,1197000
208,9,8,1,1,2505000
185,8,2,1,0,2046000
174,8,5,0,1,1954000
187,8,2,0,1,2080000
155,7,6,1,2,2034000
137,6,5,0,2,1547000
68,2,11,1,1,1055000
200,9,7,0,2,2194000
139,6,5,0,0,1396000
152,7,10,1,2,2053000
108,4,4,0,1,1187000
190,9,5,1,0,2215000
234,11,12,0,1,2526000
138,6,1,1,1,1692000
90,4,7,0,0,1035000
104,4,12,0,0,1080000
62,2,9,0,1,749000
78,3,7,0,2,1005000
173,8,10,1,2,2174000
63,2,4,1,2,1078000
123,5,7,1,1,1606000
108,4,11,1,1,1473000
145,6,11,1,0,1752000
45,1,12,0,2,698000
161,7,11,0,2,1913000
95,4,5,0,1,1135000
62,2,5,0,2,890000
108,4,10,0,0,1099000
260,12,11,1,0,2946000
130,6,6,0,1,1484000
230,11,5,1,0,2540000
50,2,12,0,2,762000
129,5,11,0,2,1410000
193,9,11,1,2,2476000
121,5,10,0,1,1366000
78,3,1,1,1,1086000
43,1,2,0,1,735000
110,5,4,1,2,1551000
124,5,4,0,0,1274000
185,8,4,0,0,1807000
41,1,1,0,1,666000
255,12,2,0,2,2851000
236,11,5,0,2,2476000
209,9,2,1,0,2286000
81,3,7,1,1,1170000
221,10,11,1,2,2713000
107,4,1,0,1,1242000
243,11,3,0,2,2741000
229,10,9,1,2,2723000
245,11,8,1,1,2842000
232,11,7,1,1,2697000
77,3,4,0,1,955000
115,5,8,1,1,1592000
231,11,1,1,0,2598000
200,9,6,0,2,2213000
112,5,2,1,1,1546000
180,8,12,1,1,2193000
178,8,1,1,2,2264000
149,6,12,1,0,1767000
84,3,11,1,1,1263000
226,10,10,0,2,2412000
230,11,6,1,2,2812000
190,9,5,1,1,2360000
202,9,2,0,1,2320000
141,6,9,1,0,1686000
127,5,2,1,1,1506000
240,11,7,0,2,2684000
200,9,2,1,1,2273000
252,12,9,1,1,2959000
169,7,1,1,1,2001000
104,4,4,0,1,1146000
41,1,9,1,2,811000
223,10,2,1,2,2657000
126,5,2,1,2,1724000
198,9,11,0,1,2165000
171,8,4,0,2,1969000
185,8,7,1,2,2286000
178,8,8,1,0,2009000
155,7,12,1,2,2162000
96,4,5,1,0,1192000
219,10,2,1,2,2555000
97,4,6,0,1,1093000
96,4,9,1,1,1356000
63,2,7,0,2,909000
53,2,1,1,1,940000
151,7,1,1,1,1894000
145,6,7,1,2,1873000
191,9,3,1,1,2259000
123,5,1,1,1,1553000
172,8,1,1,1,2147000
109,4,2,1,1,1437000
134,6,10,0,0,1315000
260,12,7,1,2,3079000
149,6,12,0,1,1659000
104,4,6,0,2,1239000
249,11,4,0,1,2531000
207,9,1,0,2,2385000
96,4,8,0,1,1100000
44,1,7,1,1,753000
168,7,4,1,2,2088000
151,7,8,0,0,1559000
252,12,10,0,2,2832000
76,3,5,0,0,857000
153,7,8,0,1,1707000
128,5,8,1,1,1561000
127,5,8,0,0,1336000
231,11,1,1,1,2671000
229,10,11,0,1,2399000
137,6,1,1,0,1635000
213,10,8,1,0,2455000
161,7,2,1,2,2124000
224,10,9,1,0,2520000
191,9,10,0,2,2135000
149,6,10,0,2,1641000
139,6,11,0,0,1397000
70,3,3,0,2,1029000
74,3,11,0,1,922000
147,6,2,0,2,1735000
140,6,2,0,2,1733000
158,7,9,0,0,1613000
157,7,1,0,2,1959000
167,7,3,0,1,1859000
213,10,1,1,0,2384000
71,3,1,1,2,1208000
247,11,12,0,2,2644000
110,5,6,1,0,1487000
142,6,3,1,1,1763000
67,2,3,0,1,832000
257,12,3,0,0,2764000
91,4,10,1,0,1145000
78,3,5,0,1,917000
66,2,9,1,1,975000
155,7,11,1,2,2056000
228,10,10,0,1,2357000
150,7,6,1,0,1753000
121,5,12,1,1,1594000
167,7,3,1,0,1868000
77,3,5,1,2,1274000
105,4,6,1,1,1343000
204,9,9,0,2,2254000
118,5,8,1,2,1736000
45,1,10,0,2,762000
249,11,4,0,0,2553000
52,2,2,1,1,863000
111,5,3,1,1,1561000
211,10,4,0,1,2292000
122,5,5,1,1,1569000
137,6,12,0,1,1483000
149,6,7,0,1,1486000
116,5,2,1,1,1532000
210,10,10,1,1,2469000
142,6,5,1,1,1735000
65,2,10,1,0,920000
222,10,3,1,2,2681000
123,5,10,0,0,1361000
152,7,11,1,1,1968000
213,10,1,0,0,2321000
168,7,7,1,2,2028000
190,9,11,0,2,2188000
47,1,10,0,0,402000
143,6,10,0,2,1589000
176,8,9,1,0,2075000
242,11,7,1,1,2839000
171,8,8,1,2,2235000
182,8,8,1,0,2090000
192,9,10,0,0,2054000
130,6,4,1,2,1804000
180,8,6,1,1,2108000
82,3,6,0,2,945000
43,1,10,1,0,704000
146,6,6,0,0,1386000
228,10,11,0,0,2309000
148,6,3,0,1,1648000
177,8,4,0,1,1968000
132,6,6,0,1,1507000
204,9,1,0,0,2187000
131,6,9,1,2,1826000
121,5,1,0,2,1532000
245,11,2,0,1,2689000
125,5,7,0,2,1484000
99,4,7,1,2,1474000
176,8,1,0,1,2051000
42,1,7,0,0,467000
114,5,3,1,2,1606000
49,1,5,0,2,577000
103,4,2,0,2,1377000
85,3,4,1,2,1255000
111,5,1,1,1,1490000
46,1,4,1,1,854000
59,2,10,0,2,794000
122,5,12,0,1,1321000
160,7,4,1,2,2055000
249,11,6,0,0,2455000
63,2,7,1,2,1079000
182,8,3,0,1,2110000
178,8,1,1,0,2132000
156,7,4,1,1,1931000
119,5,3,0,1,1439000
187,8,3,0,1,2048000
107,4,3,1,2,1556000
222,10,8,1,2,2619000
130,6,2,1,2,1801000
241,11,7,0,1,2534000
