,credit.policy,int.rate,installment,log.annual.inc,dti,fico,days.with.cr.line,revol.bal,revol.util,inq.last.6mths,delinq.2yrs,pub.rec,not.fully.paid,purpose_credit_card,purpose_debt_consolidation,purpose_educational,purpose_home_improvement,purpose_major_purchase,purpose_small_business
3853,1,0.0932,332.25,10.61643736,14.47,752,2970.0,3741,10.2,1,0,0,0,0,0,1,0,0,0
3854,1,0.0963,288.85,11.42954386,15.85,732,4589.958333,27458,63.4,0,0,0,0,0,0,0,0,0,1
3855,1,0.1632,565.02,10.95080655,5.64,662,4770.0,19607,76.9,0,0,0,0,0,1,0,0,0,0
3856,1,0.1221,499.73,10.71441777,14.51,712,5699.958333,5786,48.6,3,0,1,1,0,0,0,1,0,0
3857,1,0.1505,312.23,11.03488966,23.75,677,3570.0,15149,92.9,1,0,0,0,0,1,0,0,0,0
3858,1,0.1126,262.91,11.41564334,8.04,722,6300.0,7670,57.7,1,0,0,0,0,1,0,0,0,0
3859,1,0.1379,681.51,11.32242576,14.94,692,4499.958333,36449,45.1,0,0,0,1,0,1,0,0,0,0
3860,1,0.0932,47.93,11.08214255,5.94,742,5880.0,2232,38.5,0,0,0,0,0,0,1,0,0,0
3861,1,0.1284,403.42,10.46321762,11.21,687,8100.0,8568,48.1,1,4,0,1,1,0,0,0,0,0
3862,1,0.0932,223.63,10.51867319,23.42,737,4680.0,22450,52.9,1,0,0,0,1,0,0,0,0,0
3863,1,0.1411,273.84,10.71441777,8.8,702,1410.0,0,0.0,2,0,0,0,0,0,0,0,1,0
3864,1,0.1126,328.64,11.42954386,2.54,717,6749.958333,12809,26.3,3,0,1,0,0,1,0,0,0,0
3865,1,0.1537,871.16,13.01700286,0.13,687,2520.0,4853,14.8,2,0,0,0,0,0,0,1,0,0
3866,1,0.1505,346.92,10.71441777,11.92,667,4020.0,29482,80.3,1,0,0,1,0,1,0,0,0,0
3867,1,0.1253,200.8,10.62132735,11.24,682,1890.0,9469,65.8,0,1,0,0,1,0,0,0,0,0
3868,1,0.1221,333.15,11.42958733,10.45,702,3419.958333,17328,45.7,0,0,0,1,0,0,0,0,0,0
3869,1,0.1379,817.82,11.81303006,5.72,707,6060.958333,24146,58.9,0,0,0,0,0,1,0,0,0,0
3870,1,0.1347,508.84,11.41090381,3.77,682,4800.0,24545,66.9,0,0,0,0,1,0,0,0,0,0
3871,1,0.1284,90.77,10.71441777,9.17,697,6600.0,2857,92.2,0,0,0,0,0,1,0,0,0,0
3872,1,0.1758,215.66,10.77895629,5.03,697,1740.0,3881,55.4,0,0,0,0,0,0,0,0,0,1
3873,1,0.1253,100.4,11.00209984,12.98,682,4800.0,8288,83.7,0,0,0,0,0,0,0,0,0,0
3874,1,0.1758,539.13,11.26446411,9.18,692,5981.958333,10055,37.5,0,0,0,0,0,0,0,0,0,1
3875,1,0.0894,349.49,11.66134547,7.14,742,8490.0,22162,17.5,0,0,0,0,1,0,0,0,0,0
3876,1,0.1221,159.92,11.22524339,9.41,697,3750.0,21069,87.8,0,0,0,0,0,0,0,0,0,0
3877,1,0.08,156.69,10.23995979,2.36,752,2192.0,2583,31.5,1,0,0,0,0,0,0,0,1,0
3878,1,0.08,188.02,10.73639668,10.64,762,11700.0,74759,13.9,0,0,0,0,0,1,0,0,0,0
3879,1,0.16,175.79,10.385913699999998,16.3,662,3616.0,0,0.0,0,1,0,1,0,1,0,0,0,0
3880,1,0.1357,271.75,9.680344001,7.35,692,1514.0,4341,31.2,0,0,0,0,1,0,0,0,0,0
3881,1,0.1189,215.57,11.33857208,18.1,702,5490.0,14575,36.4,1,0,0,0,0,0,0,0,0,0
3882,1,0.0963,449.32,11.26446411,11.88,802,4290.0,1236,3.9,1,0,0,0,0,0,0,0,1,0
3883,1,0.1316,128.33,10.71441777,17.01,702,2550.0,5144,29.1,0,0,0,0,0,0,1,0,0,0
3884,1,0.1316,364.72,10.73630972,19.05,692,3990.0,13067,89.5,1,0,0,0,0,1,0,0,0,0
3885,1,0.1095,57.25,9.740968622999999,23.65,712,12629.95833,14385,25.6,3,0,0,0,0,0,0,0,0,0
3886,1,0.1095,98.15,10.98026315,7.4,722,5040.0,11855,76.0,2,1,0,1,0,0,0,0,1,0
3887,1,0.1632,882.84,12.56024446,14.67,687,7320.0,95324,96.4,0,0,0,0,1,0,0,0,0,0
3888,1,0.0963,160.48,11.05879518,22.37,727,2669.958333,3649,28.5,1,0,0,0,0,0,0,0,0,0
3889,1,0.1158,660.27,10.81985828,12.46,772,4140.958333,0,0.0,1,0,0,0,0,1,0,0,0,0
3890,1,0.08,175.49,11.08214255,17.13,757,6150.0,4728,18.8,1,0,0,0,0,0,0,0,0,0
3891,1,0.1253,133.87,10.59663473,18.39,687,4050.0,7227,70.9,0,0,0,0,0,1,0,0,0,0
3892,1,0.1505,86.73,11.184421400000002,16.3,667,3600.0,16242,95.5,0,0,0,0,1,0,0,0,0,0
3893,1,0.0963,385.14,10.46310334,15.94,767,7139.958333,12002,29.4,1,0,0,0,0,1,0,0,0,0
3894,1,0.1189,331.64,11.40756495,13.95,712,6809.958333,32678,75.8,0,0,1,0,0,1,0,0,0,0
3895,1,0.1284,268.95,10.65140697,16.73,682,3600.0,4075,20.4,0,0,0,0,0,0,0,0,0,0
3896,1,0.1461,379.23,11.14186178,12.7,682,10820.95833,21479,82.3,0,0,0,0,0,1,0,0,0,0
3897,1,0.1189,530.63,11.45105006,13.93,717,7079.958333,9867,24.1,1,0,0,0,0,1,0,0,0,0
3898,1,0.1221,299.84,10.89049766,24.35,702,3600.0,43751,86.3,0,0,0,0,0,0,0,0,1,0
3899,1,0.1095,327.14,11.15625052,0.82,722,5984.958333,2401,8.1,0,0,0,0,0,0,0,0,0,0
3900,1,0.1379,204.46,11.69524702,9.74,672,5521.0,41042,82.1,2,0,0,0,0,1,0,0,0,0
3901,1,0.1126,460.09,10.49127422,22.83,722,3570.0,10400,40.2,2,0,0,0,0,1,0,0,0,0
3902,1,0.0932,115.01,10.69194491,2.1,797,5161.0,0,0.0,0,0,0,0,0,0,0,0,0,0
3903,1,0.0963,112.33,10.59663473,5.31,717,3270.0,4199,27.6,1,0,0,0,0,0,0,1,0,0
3904,1,0.1537,139.39,9.61580548,15.04,787,3869.958333,1573,3.5,1,0,0,0,0,0,0,0,0,1
3905,1,0.1316,489.67,10.71441777,24.91,687,3899.958333,15134,74.6,0,0,0,0,0,1,0,0,0,0
3906,1,0.1126,591.54,11.105197800000001,10.93,742,5550.0,29596,30.8,0,0,0,1,0,1,0,0,0,0
3907,1,0.0788,187.69,10.78931908,18.09,722,3870.041667,23919,67.6,2,0,0,0,0,1,0,0,0,0
3908,1,0.1284,134.48,9.340403256,11.7,687,1709.9583329999998,3789,75.8,0,0,0,0,0,1,0,0,0,0
3909,1,0.1474,172.69,10.08580911,15.05,672,1380.0,9802,63.6,2,1,0,0,0,1,0,0,0,0
3910,1,0.1253,133.87,11.09930217,3.26,712,1740.0,3690,73.8,0,0,0,0,0,1,0,0,0,0
3911,1,0.1347,463.05,10.89673933,23.29,682,3300.0,18749,61.1,3,1,0,0,0,1,0,0,0,0
3912,1,0.1095,196.29,10.04324949,8.82,742,7320.0,591,29.5,0,0,0,0,0,1,0,0,0,0
3913,1,0.1221,199.89,10.18111929,11.05,687,4589.958333,14387,68.5,0,0,0,1,0,1,0,0,0,0
3914,1,0.1379,681.51,11.69524702,15.0,687,7680.0,24911,27.2,1,2,0,0,0,1,0,0,0,0
3915,1,0.0963,231.08,11.3736634,3.61,777,4499.958333,0,0.0,0,0,0,0,0,0,0,1,0,0
3916,1,0.1221,116.61,10.59663473,8.28,687,5249.958333,3900,43.7,0,1,0,0,1,0,0,0,0,0
3917,1,0.1287,235.44,10.81977828,16.06,692,2940.0,19609,73.7,2,0,0,0,1,0,0,0,0,0
3918,1,0.0963,320.95,10.81977828,21.89,747,6389.958333,33895,33.3,0,0,0,0,0,1,0,0,0,0
3919,1,0.08,125.35,11.12726298,14.19,772,2339.958333,471,2.6,2,0,0,0,0,0,0,0,1,0
3920,1,0.0932,191.69,11.46468015,9.51,742,4680.0,31108,34.9,0,0,0,1,0,0,0,0,1,0
3921,1,0.1758,251.6,10.30895266,13.16,712,2100.0,12017,73.7,1,0,0,0,0,0,0,0,0,1
3922,1,0.1284,403.42,10.4341158,23.05,687,5070.0,8856,28.2,2,2,1,0,0,1,0,0,0,0
3923,1,0.1221,449.76,11.12726298,18.72,707,3180.958333,28714,53.1,0,0,0,0,0,1,0,0,0,0
3924,1,0.1411,201.1,9.862665558,0.56,682,6540.0,0,0.0,2,0,0,0,0,0,1,0,0,0
3925,1,0.0894,142.98,11.51292546,9.6,752,3893.958333,50284,32.6,3,0,0,0,0,0,0,0,0,0
3926,1,0.0932,111.82,10.79409118,8.94,767,2069.958333,280,2.1,0,0,0,0,0,0,0,0,1,0
3927,1,0.08,203.69,11.72800459,8.79,752,7439.958333,7828,13.2,3,0,0,0,0,0,0,1,0,0
3928,1,0.1442,206.3,10.77895629,4.88,662,2100.0,5565,43.1,0,0,0,0,0,1,0,0,0,0
3929,1,0.1347,122.13,9.61580548,15.28,682,1410.0,371,37.1,1,0,0,0,0,0,0,0,0,0
3930,1,0.1379,238.53,11.19134184,13.41,682,4619.958333,22541,57.1,1,0,0,0,0,1,0,0,0,0
3931,1,0.1221,299.84,11.51791301,8.6,697,5639.958333,20994,75.8,1,0,0,0,0,1,0,0,0,0
3932,1,0.0932,255.58,10.30895266,16.8,772,5969.958333,7590,25.7,0,0,0,0,0,0,1,0,0,0
3933,1,0.1253,227.58,11.08214255,4.1,747,2789.958333,155,1.2,6,0,0,1,0,0,0,1,0,0
3934,1,0.1189,328.33,10.62869042,18.19,707,3607.0,8737,70.5,0,0,0,0,0,1,0,0,0,0
3935,1,0.1348,447.8,10.46310334,22.25,687,3955.041667,23698,78.7,0,0,0,0,0,1,0,0,0,0
3936,1,0.1126,87.09,10.77895629,20.8,702,15419.958330000001,8129,63.0,1,0,0,0,1,0,0,0,0,0
3937,1,0.1158,495.21,11.19821472,10.22,752,8400.0,16877,54.4,1,0,0,0,0,1,0,0,0,0
3938,1,0.1726,751.47,10.77895629,13.38,667,5646.958333,0,0.0,1,3,0,0,0,0,0,0,0,0
3939,1,0.08,156.69,10.98860925,7.12,752,5669.958333,13538,48.9,3,0,0,0,0,0,0,0,0,0
3940,1,0.08,100.28,10.30895266,2.84,762,2550.0,179,0.5,1,0,0,0,0,0,0,0,0,0
3941,1,0.1284,268.95,9.472704636,0.0,717,1440.0,0,0.0,3,0,0,1,0,0,1,0,0,0
3942,1,0.0768,124.77,10.81985828,17.06,782,4290.0,1950,18.7,3,0,0,0,0,1,0,0,0,0
3943,1,0.1189,265.32,9.903487553,8.46,712,4169.958333,14326,75.4,0,0,0,0,0,1,0,0,0,0
3944,1,0.1221,59.97,11.00209984,19.82,732,3720.0,16854,96.3,0,0,0,0,0,0,0,0,0,0
3945,1,0.1316,337.71,10.73639668,15.47,687,1679.9583329999998,4351,33.7,0,0,0,1,0,1,0,0,0,0
3946,1,0.1442,275.07,10.89673933,7.0,662,1949.9583329999998,14867,57.6,2,0,0,0,0,1,0,0,0,0
3947,1,0.0963,288.85,11.35045359,7.19,757,2759.958333,11,0.1,1,0,0,1,0,0,0,0,0,0
3948,1,0.1505,173.46,11.35040654,14.04,672,5490.0,9952,97.6,1,0,0,0,0,0,0,0,0,0
3949,1,0.1221,283.18,11.08214255,9.18,692,1979.9583329999998,9283,72.5,0,0,0,0,0,1,0,0,0,0
3950,1,0.1284,268.95,10.71441777,8.32,712,2100.0,9572,76.6,0,0,0,0,0,1,0,0,0,0
3951,1,0.1568,700.04,11.69524702,16.77,677,2280.0,29799,53.0,3,0,0,0,1,0,0,0,0,0
3952,1,0.1284,282.4,11.938193199999999,0.39,712,8159.958333,5714,28.4,3,0,0,0,0,0,0,1,0,0
3953,1,0.08,94.01,10.30895266,10.4,742,3809.958333,8112,18.2,0,0,0,0,0,1,0,0,0,0
3954,1,0.1253,351.4,10.84941475,23.49,697,2850.0,18709,63.9,1,0,0,0,1,0,0,0,0,0
3955,1,0.1442,120.34,10.22441096,14.67,672,5249.958333,10455,95.3,3,1,0,1,0,0,0,0,0,0
3956,1,0.1062,162.8,10.08580911,21.6,707,4800.0,6010,41.4,0,1,0,0,1,0,0,0,0,0
3957,1,0.1095,523.42,10.621424900000001,17.0,752,4290.0,1850,7.6,1,0,0,0,0,1,0,0,0,0
3958,1,0.1126,262.91,11.00209984,4.46,742,2550.0,4824,47.8,2,0,0,0,0,0,0,0,1,0
3959,1,0.1126,427.23,11.21187442,15.31,742,5580.0,957,16.8,2,0,0,0,0,0,0,1,0,0
3960,1,0.1126,657.27,11.40756495,12.15,757,3779.958333,5948,56.6,0,0,0,0,0,1,0,0,0,0
3961,1,0.0963,385.14,11.08214255,11.76,752,7650.0,54707,50.6,2,0,0,1,0,1,0,0,0,0
3962,1,0.1284,470.66,11.88448902,8.88,717,1110.0,2424,15.6,1,0,0,0,0,1,0,0,0,0
3963,1,0.1284,141.2,10.23466006,10.21,682,4020.0,4002,61.6,2,0,0,1,0,0,0,0,0,0
3964,1,0.16699999999999998,497.02,11.15625052,12.75,707,5088.0,65335,66.9,1,0,0,0,0,1,0,0,0,0
3965,1,0.1253,284.47,11.14739716,22.05,692,7020.0,33321,83.5,1,0,0,0,0,1,0,0,0,0
3966,1,0.0963,320.95,11.22524339,13.79,737,3059.958333,21027,17.7,1,0,0,0,0,1,0,0,0,0
3967,1,0.1284,571.51,10.16585182,7.8,752,13140.0,77929,8.3,7,0,0,1,0,0,0,0,0,0
3968,1,0.0932,188.49,10.96819829,5.07,737,5341.958333,4499,17.8,1,0,0,0,1,0,0,0,0,0
3969,1,0.1537,418.16,10.91508846,8.51,672,4410.0,7494,94.9,1,0,0,0,0,1,0,0,0,0
3970,1,0.1474,207.23,9.85198371,12.32,662,1770.0,5825,48.5,0,0,0,0,0,0,0,0,0,0
3971,1,0.1158,495.21,11.71177632,4.34,727,4740.0,13410,20.0,0,0,0,0,0,0,0,0,0,0
3972,1,0.1568,490.03,11.66992921,6.02,687,3240.0,7755,90.2,1,0,0,0,0,0,0,0,0,0
3973,1,0.1158,351.6,10.91508846,9.25,717,7199.958333,17808,58.0,2,0,0,0,1,0,0,0,0,0
3974,1,0.1253,234.27,11.00209984,6.64,697,5729.958333,11391,67.0,1,0,0,0,0,1,0,0,0,0
3975,1,0.0768,155.96,10.48793532,3.65,797,9420.0,4787,10.8,0,0,0,0,0,0,0,0,0,0
3976,1,0.1474,518.06,11.08214255,6.79,687,2130.0,11314,87.0,2,0,0,0,1,0,0,0,0,0
3977,1,0.1316,709.18,11.77528973,8.23,702,10590.0,11956,71.1,2,0,1,0,0,1,0,0,0,0
3978,1,0.1347,254.42,10.77687078,13.23,677,3179.958333,8815,51.0,1,0,0,0,0,1,0,0,0,0
3979,1,0.1284,47.07,8.494538501000001,17.68,722,2100.0,0,2.5,3,0,0,0,0,0,0,0,0,0
3980,1,0.1316,135.09,10.30895266,4.28,752,8279.958333,2049,9.1,8,0,0,0,0,0,1,0,0,0
3981,1,0.1316,337.71,11.35040654,18.31,702,3240.0,16528,22.9,1,0,0,0,0,1,0,0,0,0
3982,1,0.1253,602.4,11.53272809,16.42,707,7859.958333,11318,35.3,0,0,0,0,1,0,0,0,0,0
3983,1,0.1221,266.52,10.51604813,6.21,717,1589.958333,6883,65.6,0,0,0,0,0,0,0,0,0,0
3984,1,0.1357,203.82,10.30895266,10.84,677,2670.0,3962,56.6,1,0,0,0,0,0,1,0,0,0
3985,1,0.1221,399.78,10.85892207,17.12,702,4169.958333,15524,29.0,0,0,0,0,0,1,0,0,0,0
3986,1,0.0963,288.85,10.68051622,8.77,737,3210.0,15228,60.4,1,0,0,0,0,1,0,0,0,0
3987,1,0.1316,371.48,10.91501573,7.62,682,2669.958333,10756,69.8,0,0,0,0,0,1,0,0,0,0
3988,1,0.1537,261.35,10.71441777,15.84,662,3210.0,5015,85.0,0,0,0,0,0,1,0,0,0,0
3989,1,0.1218,266.4,10.75790288,2.32,762,4474.0,7470,38.3,1,0,0,0,0,0,0,0,1,0
3990,1,0.0932,153.35,11.27720313,17.26,742,5160.0,22101,26.8,0,0,0,0,1,0,0,0,0,0
3991,1,0.2011,623.4,11.00209984,21.34,662,3960.0,13337,59.0,0,1,1,1,0,0,0,0,0,1
3992,1,0.1379,391.87,10.645424900000002,10.89,687,3660.0,11637,91.6,1,0,0,0,0,1,0,0,0,0
3993,1,0.1126,394.36,10.71441777,17.39,722,2699.958333,5079,14.8,2,0,0,0,1,0,0,0,0,0
3994,1,0.1095,327.14,10.81977828,22.46,727,4169.958333,10593,37.2,0,0,0,0,0,1,0,0,0,0
3995,1,0.1411,328.6,11.40756495,12.72,667,5309.958333,11265,39.0,0,2,0,0,0,0,0,0,1,0
3996,1,0.1126,230.05,10.98778115,18.2,712,7469.958333,42157,86.6,1,0,0,0,0,1,0,0,0,0
3997,1,0.0963,224.66,10.81977828,12.77,727,7320.0,13539,68.7,0,0,0,0,0,1,0,0,0,0
3998,1,0.0963,365.88,11.827736199999999,4.21,807,4259.958333,58518,0.0,1,0,0,0,0,0,0,1,0,0
3999,1,0.1095,327.14,10.81977828,8.9,727,3179.958333,6048,26.8,1,0,0,0,0,1,0,0,0,0
4000,1,0.1505,312.23,11.0390102,11.3,662,1770.0,12842,61.7,2,0,0,0,0,1,0,0,0,0
4001,1,0.1474,690.74,12.00150548,10.2,712,3960.0,106181,94.1,0,1,0,0,0,1,0,0,0,0
4002,1,0.1531,417.79,11.20582949,10.39,742,2785.958333,2577,6.3,1,0,0,0,0,0,0,0,0,1
4003,1,0.1095,314.06,11.94475983,8.75,732,3119.958333,33147,34.9,2,0,0,0,0,1,0,0,0,0
4004,1,0.16,351.58,11.35040654,8.6,672,5220.0,9132,36.5,2,0,0,0,0,1,0,0,0,0
4005,1,0.1189,182.41,10.66895539,17.94,697,2819.958333,5668,76.6,3,1,0,0,1,0,0,0,0,0
4006,1,0.0963,353.04,10.83958091,19.48,737,2910.0,1100,7.7,1,0,0,0,0,0,0,0,0,0
4007,1,0.1126,427.23,11.3736634,18.36,732,2069.958333,5730,10.8,1,0,0,0,0,0,0,0,0,0
4008,1,0.1189,782.67,10.91501573,16.21,737,5009.958333,29276,71.5,0,0,0,0,0,1,0,0,0,0
4009,1,0.1189,265.32,10.59663473,15.69,717,2640.0,7131,93.8,0,0,0,0,0,1,0,0,0,0
4010,1,0.07400000000000001,139.77,11.37198383,14.18,797,4939.958333,5254,11.6,0,0,0,0,0,1,0,0,0,0
4011,1,0.1189,497.46,11.18996158,11.85,752,2160.0,1281,2.3,4,0,0,0,0,0,0,0,0,0
4012,1,0.1114,173.86,11.51292546,8.47,742,4896.0,73258,89.9,1,0,0,0,0,1,0,0,0,0
4013,1,0.0963,481.42,10.87812266,10.87,782,6540.0,17040,39.4,2,0,0,0,0,1,0,0,0,0
4014,1,0.1411,444.98,11.09741002,17.51,682,5669.958333,22388,91.3,3,2,0,0,0,1,0,0,0,0
4015,1,0.1316,439.02,10.81977828,9.53,687,1860.0,13472,80.7,0,0,0,0,0,1,0,0,0,0
4016,1,0.1253,589.01,11.05564061,10.05,737,6029.958333,51054,58.8,1,0,0,0,0,1,0,0,0,0
4017,1,0.1316,351.21,11.35040654,6.73,682,4290.0,4611,30.7,0,1,0,0,0,1,0,0,0,0
4018,1,0.0932,47.93,10.81552927,18.2,722,3720.0,1498,6.7,1,0,0,0,0,0,0,0,0,0
4019,1,0.1853,910.44,11.69524702,24.97,672,4290.0,96565,88.9,0,0,0,0,1,0,0,0,0,0
4020,1,0.1316,405.25,11.2185544,18.22,697,4560.958333,10157,63.9,1,0,0,1,0,1,0,0,0,0
4021,1,0.1183,308.15,11.40756495,4.12,722,3149.958333,1067,46.4,1,0,0,0,0,1,0,0,0,0
4022,1,0.1158,445.69,10.84450992,15.34,717,2819.958333,13582,51.1,2,0,0,0,0,1,0,0,0,0
4023,1,0.1189,663.28,11.184421400000002,14.12,727,3210.0,20979,68.6,0,0,0,0,0,1,0,0,0,0
4024,1,0.1632,529.71,11.60823564,10.37,662,3360.0,14517,91.3,2,0,1,0,0,1,0,0,0,0
4025,1,0.1253,167.34,10.37349118,11.81,682,5130.0,1278,63.9,1,1,0,0,0,0,1,0,0,0
4026,1,0.1426,171.53,10.81985828,18.57,667,4619.958333,10883,27.2,2,0,0,0,0,1,0,0,0,0
4027,1,0.1095,323.87,10.57131693,14.65,727,2399.958333,10299,39.9,0,0,0,0,0,1,0,0,0,0
4028,1,0.1411,136.92,11.15619338,2.43,682,1110.0,4177,41.4,2,0,0,0,0,1,0,0,0,0
4029,1,0.1189,198.99,10.77895629,23.55,712,1890.0,4659,41.6,0,0,0,0,0,1,0,0,0,0
4030,1,0.1853,538.98,11.00209984,1.58,717,3390.0,8476,66.7,1,0,0,1,0,0,0,0,0,1
4031,1,0.1095,196.29,11.12732181,21.33,717,5639.958333,27411,42.4,2,0,0,0,0,0,0,0,0,0
4032,1,0.1537,174.24,11.08214255,4.23,677,3869.958333,5239,22.6,1,1,0,0,0,0,0,0,0,0
4033,1,0.1114,519.94,11.2697195,9.5,762,7721.0,13405,23.7,3,0,0,1,0,1,0,0,0,0
4034,1,0.1505,104.08,10.81977828,14.93,687,5639.958333,3149,98.4,0,0,0,0,0,0,0,0,1,0
4035,1,0.1221,333.15,10.54534144,7.14,702,3180.958333,5520,13.6,1,0,0,0,0,1,0,0,0,0
4036,1,0.1253,334.67,11.17071681,9.8,707,5130.0,11437,35.4,2,1,0,0,0,1,0,0,0,0
4037,1,0.1695,356.27,10.83958091,23.53,702,4410.0,19230,44.4,3,0,0,0,0,0,0,0,0,1
4038,1,0.16,703.15,11.23843599,23.57,697,4649.958333,22037,99.3,1,0,0,0,0,1,0,0,0,0
4039,1,0.1221,399.78,11.55214618,8.75,707,6600.0,5199,12.5,1,1,0,0,0,0,1,0,0,0
4040,1,0.0737,108.66,10.70315458,13.89,787,5339.958333,5284,7.0,2,0,0,0,0,0,0,0,0,0
4041,1,0.0963,449.32,11.15016059,14.57,762,15119.958330000001,14992,34.6,0,0,0,0,0,1,0,0,0,0
4042,1,0.1114,164.02,11.15625052,14.52,717,3669.0,4093,17.1,2,0,0,0,0,0,1,0,0,0
4043,1,0.1253,284.47,10.1266311,18.72,687,1979.9583329999998,13604,52.5,0,0,0,0,0,1,0,0,0,0
4044,1,0.1158,561.23,11.12198437,11.82,727,6540.0,21676,62.1,0,0,0,0,0,1,0,0,0,0
4045,1,0.0932,460.04,11.32055357,4.29,772,5760.0,4554,9.4,2,0,0,0,0,1,0,0,0,0
4046,1,0.0768,109.17,10.96819829,15.89,752,15360.0,17771,37.2,0,0,0,0,0,0,0,0,1,0
4047,1,0.1158,429.18,11.15619338,18.22,712,4529.958333,24893,69.9,1,0,0,0,0,1,0,0,0,0
4048,1,0.1284,268.95,10.30895266,4.28,687,4949.958333,1602,76.3,0,0,0,0,0,0,0,0,0,0
4049,1,0.1126,709.85,11.40756495,7.91,752,4800.0,16249,72.5,1,0,0,1,0,1,0,0,0,0
4050,1,0.1347,67.85,10.14643373,14.64,667,6809.958333,11821,33.7,0,1,0,0,0,1,0,0,0,0
4051,1,0.1095,32.72,10.37967204,15.43,717,3899.958333,0,0.0,0,0,0,0,0,0,0,0,0,0
4052,1,0.1411,189.98,10.81977828,21.58,667,3119.958333,13594,63.5,2,0,0,0,1,0,0,0,0,0
4053,1,0.1183,424.12,10.7063856,10.65,717,3965.0,9294,19.3,2,0,0,0,1,0,0,0,0,0
4054,1,0.1148,327.22,10.71441777,12.67,732,2913.0,696,2.7,3,1,0,0,0,0,0,0,0,0
4055,1,0.1284,363.08,10.77895629,22.45,687,8219.958333,15260,77.9,0,0,1,0,1,0,0,0,0,0
4056,1,0.1316,42.22,9.574983486,21.33,667,2039.9583329999998,1638,71.2,1,1,0,1,0,0,0,0,0,0
4057,1,0.08,313.37,11.40756495,4.07,777,5160.0,2881,14.2,0,0,0,0,0,0,0,1,0,0
4058,1,0.08,313.37,11.32659589,8.79,777,6120.0,1226,6.8,3,0,0,0,1,0,0,0,0,0
4059,1,0.0932,351.42,11.56171563,4.33,747,4619.958333,5297,20.2,1,0,0,0,0,1,0,0,0,0
4060,1,0.1183,463.88,10.96819829,8.23,742,2153.0,0,0.0,2,0,0,0,0,0,0,1,0,0
4061,1,0.1221,133.26,10.57131693,24.98,692,1860.0,6714,57.9,1,0,0,1,1,0,0,0,0,0
4062,1,0.1322,243.37,10.59663473,22.77,692,1751.0,9325,63.9,1,0,0,0,0,1,0,0,0,0
4063,1,0.0963,385.14,11.15625052,8.86,757,4859.958333,14745,34.6,2,0,0,0,0,1,0,0,0,0
4064,1,0.1979,287.2,10.87804719,15.26,692,3509.958333,11835,98.6,1,0,0,1,0,0,0,0,0,1
4065,1,0.0963,144.43,11.05089001,13.33,732,2130.0,4004,17.8,3,0,0,0,0,1,0,0,0,0
4066,1,0.1189,165.82,10.30895266,18.2,732,1800.0,1984,24.8,0,0,0,1,0,0,1,0,0,0
4067,1,0.1411,316.62,10.34174248,19.9,667,4949.958333,978,27.2,0,3,0,0,0,1,0,0,0,0
4068,1,0.1379,204.46,11.15625052,7.99,672,8159.958333,7635,88.8,1,0,1,0,0,1,0,0,0,0
4069,1,0.0737,99.35,10.50506754,18.15,797,7620.0,19617,24.0,0,0,0,0,0,0,0,0,0,0
4070,1,0.08,219.36,11.08521475,10.25,757,3990.0,15223,25.8,1,0,0,0,1,0,0,0,0,0
4071,1,0.0963,320.95,10.68510338,1.35,737,7559.958333,1876,12.3,2,0,0,1,0,0,0,0,0,0
4072,1,0.1284,504.27,11.46163217,9.75,697,7919.958333,33981,77.1,0,0,1,1,1,0,0,0,0,0
4073,1,0.0932,281.14,10.07744086,2.37,782,4229.958333,1483,5.3,2,0,0,0,0,0,0,0,1,0
4074,1,0.0963,256.76,10.77895629,9.2,762,2309.958333,5060,19.5,0,0,0,0,0,0,0,0,0,0
4075,1,0.1357,628.42,11.27720313,10.68,707,4466.0,6495,42.7,1,1,0,0,0,0,0,0,0,0
4076,1,0.1095,278.07,10.645424900000002,0.43,817,4979.958333,84,0.5,0,0,0,0,0,0,0,1,0,0
4077,1,0.08,47.01,11.05089001,16.9,732,2550.0,5848,44.6,1,0,0,0,0,0,0,0,0,0
4078,1,0.1189,165.82,10.81977828,2.5,772,3149.958333,5108,33.6,0,0,0,0,0,1,0,0,0,0
4079,1,0.0932,297.11,10.91501573,12.15,752,4470.0,2498,24.7,1,0,0,0,0,1,0,0,0,0
4080,1,0.1148,494.53,10.77895629,7.35,742,4199.958333,16055,50.5,0,0,0,0,0,1,0,0,0,0
4081,1,0.1284,430.31,11.00209984,11.62,697,2160.0,13957,46.1,0,0,0,0,0,1,0,0,0,0
4082,1,0.16,527.36,11.15625052,7.83,662,6329.958333,18503,86.5,0,0,0,0,0,1,0,0,0,0
4083,1,0.1158,825.34,11.51292546,21.05,762,6990.0,5380,12.4,2,0,0,0,0,0,0,0,0,0
4084,1,0.0768,37.43,10.37349118,14.93,757,9689.958333,13271,16.2,1,0,0,0,0,0,0,1,0,0
4085,1,0.1253,334.67,10.73639668,12.83,702,1709.9583329999998,7882,29.0,0,0,0,0,0,1,0,0,0,0
4086,1,0.0932,223.63,10.59663473,15.03,742,3869.958333,21414,46.0,0,0,0,0,0,1,0,0,0,0
4087,1,0.1379,265.79,10.4341158,21.18,672,4229.958333,4601,32.0,2,0,0,1,0,1,0,0,0,0
4088,1,0.1316,713.4,12.08168787,11.47,707,3779.958333,113283,81.2,2,0,0,0,0,1,0,0,0,0
